customer_id,place_id,timestamp_in,timestamp_out,
5,66,2021-05-19 15:36:01,2021-05-19 20:10:01,room
5,8,2021-05-19 20:10:01,2021-05-19 20:14:06,corridor
5,13,2021-05-19 20:14:06,2021-05-19 20:16:26,elevator
5,20,2021-05-19 20:16:26,2021-05-19 23:49:26,bar
5,13,2021-05-19 23:49:26,2021-05-19 23:55:14,elevator
5,8,2021-05-19 23:55:14,2021-05-19 23:59:00,corridor
5,66,2021-05-19 23:59:00,2021-05-19 10:58:12,room
5,8,2021-05-20 10:58:12,2021-05-20 11:03:03,corridor
5,13,2021-05-20 11:03:03,2021-05-20 11:05:09,elevator
5,37,2021-05-20 11:05:09,2021-05-20 13:07:09,gym3
5,26,2021-05-20 13:07:09,2021-05-20 13:20:16,reception
5,16,2021-05-20 13:20:16,2021-05-20 15:30:16,restaurant
5,13,2021-05-20 15:30:16,2021-05-20 15:33:16,elevator
5,8,2021-05-20 15:33:16,2021-05-20 15:36:01,corridor
5,66,2021-05-20 15:36:01,2021-05-20 20:10:01,room
5,8,2021-05-20 20:10:01,2021-05-20 20:14:06,corridor
5,13,2021-05-20 20:14:06,2021-05-20 20:16:26,elevator
5,20,2021-05-20 20:16:26,2021-05-20 23:49:26,bar
5,13,2021-05-20 23:49:26,2021-05-20 23:55:14,elevator
5,8,2021-05-20 23:55:14,2021-05-20 23:59:00,corridor
5,66,2021-05-20 23:59:00,2021-05-20 10:58:12,room
5,8,2021-05-21 10:58:12,2021-05-21 11:03:03,corridor
5,13,2021-05-21 11:03:03,2021-05-21 11:05:09,elevator
5,27,2021-05-21 11:05:09,2021-05-21 13:07:09,conference
5,26,2021-05-21 13:07:09,2021-05-21 13:20:16,reception
5,16,2021-05-21 13:20:16,2021-05-21 15:30:16,restaurant1
5,13,2021-05-21 15:30:16,2021-05-21 15:33:16,elevator
5,8,2021-05-21 15:33:16,2021-05-21 15:36:01,corridor
5,66,2021-05-21 15:36:01,2021-05-21 20:10:01,room
5,8,2021-05-21 20:10:01,2021-05-21 20:14:06,corridor
5,13,2021-05-21 20:14:06,2021-05-21 20:16:26,elevator
5,20,2021-05-21 20:16:26,2021-05-21 23:49:26,bar
5,13,2021-05-21 23:49:26,2021-05-21 23:55:14,elevator
5,8,2021-05-21 23:55:14,2021-05-21 23:59:00,corridor
5,66,2021-05-21 23:59:00,2021-05-21 10:58:12,room
5,8,2021-05-22 10:58:12,2021-05-22 11:03:03,corridor
5,13,2021-05-22 11:03:03,2021-05-22 11:05:09,elevator
5,37,2021-05-22 11:05:09,2021-05-22 13:07:09,gym3
5,26,2021-05-22 13:07:09,2021-05-22 13:20:16,reception
5,16,2021-05-22 13:20:16,2021-05-22 15:30:16,restaurant
5,13,2021-05-22 15:30:16,2021-05-22 15:33:16,elevator
5,8,2021-05-22 15:33:16,2021-05-22 15:36:01,corridor
5,66,2021-05-22 15:36:01,2021-05-22 20:10:01,room
5,8,2021-05-22 20:10:01,2021-05-22 20:14:06,corridor
5,13,2021-05-22 20:14:06,2021-05-22 20:16:26,elevator
5,20,2021-05-22 20:16:26,2021-05-22 23:49:26,bar
5,13,2021-05-22 23:49:26,2021-05-22 23:55:14,elevator
5,8,2021-05-22 23:55:14,2021-05-22 23:59:00,corridor
5,66,2021-05-22 23:59:00,2021-05-22 10:58:12,room
