customer_id,place_id,timestamp_in,timestamp_out,
4,94,2021-05-19 11:25:00,2021-05-19 12:50:00,room
4,8,2021-05-19 12:50:00,2021-05-19 12:53:10,corridor
4,15,2021-05-19 12:53:10,2021-05-19 12:54:13,elevator
4,16,2021-05-19 12:54:13,2021-05-19 16:30:13,restaurant3
4,15,2021-05-19 16:30:13,2021-05-19 16:35:25,elevator
4,8,2021-05-19 16:35:25,2021-05-19 16:37:48,corridor
4,94,2021-05-19 16:37:48,2021-05-19 19:34:59,room
4,8,2021-05-19 19:34:59,2021-05-19 19:38:13,corridor
4,15,2021-05-19 19:38:13,2021-05-19 19:41:14,elevator
4,42,2021-05-19 19:41:14,2021-05-19 21:03:14,sau
4,15,2021-05-19 21:03:14,2021-05-19 21:05:16,elevator
4,8,2021-05-19 21:05:16,2021-05-19 21:09:35,corridor
4,94,2021-05-19 21:09:35,2021-05-19 23:19:11,room
4,8,2021-05-19 23:19:11,2021-05-19 23:20:21,corridor
4,15,2021-05-19 23:20:21,2021-05-19 23:21:25,elevator
4,25,2021-05-19 23:21:25,2021-05-20 03:10:25,bar
4,15,2021-05-20 03:10:25,2021-05-20 03:11:25,elevator
4,8,2021-05-20 03:11:25,2021-05-20 03:12:27,corridor
4,94,2021-05-20 03:12:27,2021-05-20 11:15:00,room
4,8,2021-05-20 11:15:00,2021-05-20 11:17:00,corridor
4,15,2021-05-20 11:17:00,2021-05-20 11:17:55,elevator
4,26,2021-05-20 11:17:55,2021-05-20 11:21:42,reception
4,15,2021-05-20 11:21:42,2021-05-20 11:23:04,elevator
4,8,2021-05-20 11:23:04,2021-05-20 11:25:00,corridor
4,94,2021-05-20 11:25:00,2021-05-20 12:50:00,room
4,8,2021-05-20 12:50:00,2021-05-20 12:53:10,corridor
4,15,2021-05-20 12:53:10,2021-05-20 12:54:13,elevator
4,16,2021-05-20 12:54:13,2021-05-20 16:30:13,restaurant3
4,15,2021-05-20 16:30:13,2021-05-20 16:35:25,elevator
4,8,2021-05-20 16:35:25,2021-05-20 16:37:48,corridor
4,94,2021-05-20 16:37:48,2021-05-20 19:34:59,room
4,8,2021-05-20 19:34:59,2021-05-20 19:38:13,corridor
4,15,2021-05-20 19:38:13,2021-05-20 19:41:14,elevator
4,42,2021-05-20 19:41:14,2021-05-20 21:03:14,sau
4,15,2021-05-20 21:03:14,2021-05-20 21:05:16,elevator
4,8,2021-05-20 21:05:16,2021-05-20 21:09:35,corridor
4,94,2021-05-20 21:09:35,2021-05-20 23:19:11,room
4,8,2021-05-20 23:19:11,2021-05-20 23:20:21,corridor
4,15,2021-05-20 23:20:21,2021-05-20 23:21:25,elevator
4,25,2021-05-20 23:21:25,2021-05-21 03:10:25,bar
4,15,2021-05-21 03:10:25,2021-05-21 03:11:25,elevator
4,8,2021-05-21 03:11:25,2021-05-21 03:12:27,corridor
4,94,2021-05-21 03:12:27,2021-05-21 11:15:00,room
4,8,2021-05-21 11:15:00,2021-05-21 11:17:00,corridor
4,15,2021-05-21 11:17:00,2021-05-21 11:17:55,elevator
4,26,2021-05-21 11:17:55,2021-05-21 11:21:42,reception
4,15,2021-05-21 11:21:42,2021-05-21 11:23:04,elevator
4,8,2021-05-21 11:23:04,2021-05-21 11:25:00,corridor
4,94,2021-05-21 11:25:00,2021-05-21 12:50:00,room
4,8,2021-05-21 12:50:00,2021-05-21 12:53:10,corridor
4,15,2021-05-21 12:53:10,2021-05-21 12:54:13,elevator
4,16,2021-05-21 12:54:13,2021-05-21 16:30:13,restaurant3
4,15,2021-05-21 16:30:13,2021-05-21 16:35:25,elevator
4,8,2021-05-21 16:35:25,2021-05-21 16:37:48,corridor
4,94,2021-05-21 16:37:48,2021-05-21 19:34:59,room
4,8,2021-05-21 19:34:59,2021-05-21 19:38:13,corridor
4,15,2021-05-21 19:38:13,2021-05-21 19:41:14,elevator
4,42,2021-05-21 19:41:14,2021-05-21 21:03:14,sau
4,15,2021-05-21 21:03:14,2021-05-21 21:05:16,elevator
4,8,2021-05-21 21:05:16,2021-05-21 21:09:35,corridor
4,94,2021-05-21 21:09:35,2021-05-21 23:19:11,room
4,8,2021-05-21 23:19:11,2021-05-21 23:20:21,corridor
4,15,2021-05-21 23:20:21,2021-05-21 23:21:25,elevator
4,25,2021-05-21 23:21:25,2021-05-22 03:10:25,bar
4,15,2021-05-22 03:10:25,2021-05-22 03:11:25,elevator
4,8,2021-05-22 03:11:25,2021-05-22 03:12:27,corridor
4,94,2021-05-22 03:12:27,2021-05-22 11:15:00,room
