customer_id,place_id,timestamp_in,timestamp_out,
2,18,2021-05-19 13:00:00,2021-05-19 15:14:40,restaurant
2,13,2021-05-19 15:14:40,2021-05-19 15:15:43,elevator
2,8,2021-05-19 15:15:43,2021-05-19 15:20:43,corridor
2,94,2021-05-19 15:20:43,2021-05-19 20:00:43,room
2,8,2021-05-19 20:00:43,2021-05-19 20:04:43,corridor
2,13,2021-05-19 20:04:43,2021-05-19 20:05:05,elevator
2,23,2021-05-19 20:05:05,2021-05-20 01:15:02,bar
2,13,2021-05-20 01:15:02,2021-05-20 01:20:02,elevator
2,8,2021-05-20 01:20:02,2021-05-20 01:21:03,corridor
2,94,2021-05-20 01:21:03,2021-05-20 11:55:43,room
2,8,2021-05-20 11:55:43,2021-05-20 11:59:43,corridor
2,13,2021-05-20 11:59:43,2021-05-20 12:00:09,elevator
2,42,2021-05-20 12:00:09,2021-05-20 12:45:09,sau2
2,26,2021-05-20 12:45:09,2021-05-20 12:50:00,reception
2,13,2021-05-20 12:50:00,2021-05-20 12:51:00,elevator
2,8,2021-05-20 12:51:00,2021-05-20 12:56:07,corridor
2,94,2021-05-20 12:56:07,2021-05-20 12:56:07,room
2,8,2021-05-20 12:56:07,2021-05-20 12:57:07,corridor
2,13,2021-05-20 12:57:07,2021-05-20 13:00:00,elevator
2,18,2021-05-20 13:00:00,2021-05-20 15:14:40,restaurant
2,13,2021-05-20 15:14:40,2021-05-20 15:15:43,elevator
2,8,2021-05-20 15:15:43,2021-05-20 15:20:43,corridor
2,94,2021-05-20 15:20:43,2021-05-20 20:00:43,room
2,8,2021-05-20 20:00:43,2021-05-20 20:04:43,corridor
2,13,2021-05-20 20:04:43,2021-05-20 20:05:05,elevator
2,23,2021-05-20 20:05:05,2021-05-21 01:15:02,bar
2,13,2021-05-21 01:15:02,2021-05-21 01:20:02,elevator
2,8,2021-05-21 01:20:02,2021-05-21 01:21:03,corridor
2,94,2021-05-21 01:21:03,2021-05-21 11:55:43,room
2,8,2021-05-21 11:55:43,2021-05-21 11:59:43,corridor
2,13,2021-05-21 11:59:43,2021-05-21 12:00:09,elevator
2,39,2021-05-21 12:00:09,2021-05-21 12:45:09,gym3
2,26,2021-05-21 12:45:09,2021-05-21 12:50:00,reception
2,13,2021-05-21 12:50:00,2021-05-21 12:51:00,elevator
2,8,2021-05-21 12:51:00,2021-05-21 12:56:07,corridor
2,94,2021-05-21 12:56:07,2021-05-21 12:56:07,room
2,8,2021-05-21 12:56:07,2021-05-21 12:57:07,corridor
2,13,2021-05-21 12:57:07,2021-05-21 13:00:00,elevator
2,18,2021-05-21 13:00:00,2021-05-21 15:14:40,restaurant
2,13,2021-05-21 15:14:40,2021-05-21 15:15:43,elevator
2,8,2021-05-21 15:15:43,2021-05-21 15:20:43,corridor
2,94,2021-05-21 15:20:43,2021-05-21 20:00:43,room
2,8,2021-05-21 20:00:43,2021-05-21 20:04:43,corridor
2,13,2021-05-21 20:04:43,2021-05-21 20:05:05,elevator
2,39,2021-05-21 20:05:05,2021-05-22 01:15:02,gym3
2,13,2021-05-22 01:15:02,2021-05-22 01:20:02,elevator
2,8,2021-05-22 01:20:02,2021-05-22 01:21:03,corridor
2,94,2021-05-22 01:21:03,2021-05-22 11:55:43,room
