customer_id,place_id,timestamp_in,timestamp_out,
1,17,2021-05-18 13:18:23,2021-05-18 15:20:23,restaurant
1,13,2021-05-18 15:20:23,2021-05-18 15:23:23,elevator
1,8,2021-05-18 15:23:23,2021-05-18 15:25:31,corridor
1,54,2021-05-18 15:25:31,2021-05-18 21:09:10,room
1,8,2021-05-18 21:09:10,2021-05-18 21:12:10,corridor
1,11,2021-05-18 21:12:10,2021-05-18 21:13:01,elevator
1,23,2021-05-18 21:13:01,2021-05-18 23:54:07,bar
1,11,2021-05-18 23:54:07,2021-05-19 00:05:08,elevator
1,8,2021-05-19 00:05:08,2021-05-19 00:09:11,corridor
1,54,2021-05-19 00:09:11,2021-05-19 11:45:06,room
1,8,2021-05-19 11:45:06,2021-05-19 11:47:06,corridor
1,11,2021-05-19 11:47:06,2021-05-19 11:49:07,elevator
1,42,2021-05-19 11:49:07,2021-05-19 12:34:07,sau2
1,26,2021-05-19 12:34:07,2021-05-19 12:40:08,reception
1,13,2021-05-19 12:40:08,2021-05-19 12:41:45,elevator
1,8,2021-05-19 12:41:45,2021-05-19 12:50:51,corridor
1,54,2021-05-19 12:50:51,2021-05-19 13:15:13,room
1,8,2021-05-19 13:15:13,2021-05-19 13:16:23,corridor
1,11,2021-05-19 13:16:23,2021-05-19 13:18:23,elevator
1,17,2021-05-19 13:18:23,2021-05-19 15:20:23,restaurant
1,13,2021-05-19 15:20:23,2021-05-19 15:23:23,elevator
1,8,2021-05-19 15:23:23,2021-05-19 15:25:31,corridor
1,54,2021-05-19 15:25:31,2021-05-19 21:09:10,room
1,8,2021-05-19 21:09:10,2021-05-19 21:12:10,corridor
1,11,2021-05-19 21:12:10,2021-05-19 21:13:01,elevator
1,23,2021-05-19 21:13:01,2021-05-19 23:54:07,bar
1,11,2021-05-19 23:54:07,2021-05-20 00:05:08,elevator
1,8,2021-05-20 00:05:08,2021-05-20 00:09:11,corridor
1,54,2021-05-20 00:09:11,2021-05-20 11:45:06,room
1,8,2021-05-20 11:45:06,2021-05-20 11:47:06,corridor
1,11,2021-05-20 11:47:06,2021-05-20 11:49:07,elevator
1,42,2021-05-20 11:49:07,2021-05-20 12:34:07,sau2
1,26,2021-05-20 12:34:07,2021-05-20 12:40:08,reception
1,13,2021-05-20 12:40:08,2021-05-20 12:41:45,elevator
1,8,2021-05-20 12:41:45,2021-05-20 12:50:51,corridor
1,54,2021-05-20 12:50:51,2021-05-20 13:15:13,room
1,8,2021-05-20 13:15:13,2021-05-20 13:16:23,corridor
1,11,2021-05-20 13:16:23,2021-05-20 13:18:23,elevator
1,17,2021-05-20 13:18:23,2021-05-20 15:20:23,restaurant
1,13,2021-05-20 15:20:23,2021-05-20 15:23:23,elevator
1,8,2021-05-20 15:23:23,2021-05-20 15:25:31,corridor
1,54,2021-05-20 15:25:31,2021-05-20 21:09:10,room
1,8,2021-05-20 21:09:10,2021-05-20 21:12:10,corridor
1,11,2021-05-20 21:12:10,2021-05-20 21:13:01,elevator
1,23,2021-05-20 21:13:01,2021-05-20 23:54:07,bar
1,11,2021-05-20 23:54:07,2021-05-21 00:05:08,elevator
1,8,2021-05-21 00:05:08,2021-05-21 00:09:11,corridor
1,54,2021-05-21 00:09:11,2021-05-21 11:45:06,room
1,8,2021-05-21 11:45:06,2021-05-21 11:47:06,corridor
1,11,2021-05-21 11:47:06,2021-05-21 11:49:07,elevator
1,42,2021-05-21 11:49:07,2021-05-21 12:34:07,sau2
1,26,2021-05-21 12:34:07,2021-05-21 12:40:08,reception
1,13,2021-05-21 12:40:08,2021-05-21 12:41:45,elevator
1,8,2021-05-21 12:41:45,2021-05-21 12:50:51,corridor
1,54,2021-05-21 12:50:51,2021-05-21 13:15:13,room
1,8,2021-05-21 13:15:13,2021-05-21 13:16:23,corridor
1,11,2021-05-21 13:16:23,2021-05-21 13:18:23,elevator
1,17,2021-05-21 13:18:23,2021-05-21 15:20:23,restaurant
1,13,2021-05-21 15:20:23,2021-05-21 15:23:23,elevator
1,8,2021-05-21 15:23:23,2021-05-21 15:25:31,corridor
1,54,2021-05-21 15:25:31,2021-05-21 21:09:10,room
1,8,2021-05-21 21:09:10,2021-05-21 21:12:10,corridor
1,11,2021-05-21 21:12:10,2021-05-21 21:13:01,elevator
1,23,2021-05-21 21:13:01,2021-05-21 23:54:07,bar
1,11,2021-05-21 23:54:07,2021-05-22 00:05:08,elevator
1,8,2021-05-22 00:05:08,2021-05-22 00:09:11,corridor
1,54,2021-05-22 00:09:11,2021-05-22 11:45:06,room
