v_log_id,timestamp_in,timestamp_out,nfc_id,place_id
90,2021-05-31 01:00:26,2021-05-31 02:25:57,21,39
91,2021-06-03 07:09:05,2021-06-03 07:46:05,22,39
92,2021-06-01 19:17:45,2021-06-01 20:32:28,22,37
93,2021-06-01 02:09:38,2021-06-01 02:51:33,22,40
94,2021-06-03 15:05:52,2021-06-03 15:48:21,22,43
95,2021-05-17 21:37:25,2021-05-17 22:56:01,23,33
96,2021-05-20 13:24:02,2021-05-20 15:05:18,23,27
97,2021-05-19 11:16:56,2021-05-19 13:08:47,23,40
98,2021-05-19 21:33:27,2021-05-19 21:50:29,23,37
99,2021-05-22 17:29:34,2021-05-22 18:59:35,23,41
100,2021-05-22 17:53:59,2021-05-22 19:26:18,23,49
101,2021-05-21 05:39:20,2021-05-21 06:26:43,23,50
102,2021-05-30 10:21:03,2021-05-30 11:27:30,24,45
103,2021-05-30 04:18:29,2021-05-30 05:54:20,24,49
104,2021-05-29 22:34:52,2021-05-29 23:22:42,24,37
105,2021-05-28 16:21:13,2021-05-28 17:27:48,24,37
106,2021-05-20 20:20:33,2021-05-20 21:30:02,25,50
107,2021-06-18 18:43:59,2021-06-19 06:27:15,1,54
108,2021-05-06 02:45:29,2021-05-06 10:16:06,1,54
109,2021-05-22 20:41:19,2021-05-23 17:07:43,1,54
110,2021-05-06 22:58:46,2021-05-07 22:33:08,1,54
111,2021-06-19 19:00:28,2021-06-20 02:11:50,1,54
112,2021-05-28 10:41:17,2021-05-29 08:45:35,1,54
113,2021-05-24 20:58:15,2021-05-25 20:26:39,1,54
114,2021-05-21 23:51:38,2021-05-22 20:07:55,1,54
115,2021-05-20 11:40:35,2021-05-21 02:03:55,1,54
116,2021-06-08 13:11:49,2021-06-09 00:58:45,1,54
117,2021-05-10 22:03:02,2021-05-11 06:21:17,1,54
118,2021-05-06 17:25:37,2021-05-07 15:17:45,1,54
119,2021-05-16 09:21:13,2021-05-17 11:03:05,1,54
120,2021-05-13 07:39:09,2021-05-13 16:42:24,1,54
121,2021-06-10 05:44:38,2021-06-10 20:04:48,1,54
122,2021-05-20 03:29:42,2021-05-20 16:21:41,1,54
123,2021-05-31 12:01:25,2021-06-01 02:57:01,1,54
124,2021-06-20 01:15:59,2021-06-20 05:40:19,1,54
125,2021-06-18 19:26:16,2021-06-19 13:33:05,1,54
126,2021-05-20 14:04:19,2021-05-21 03:13:20,1,54
127,2021-05-19 14:37:33,2021-05-20 10:42:46,1,54
128,2021-05-06 20:42:32,2021-05-07 12:08:08,1,54
129,2021-05-19 21:24:23,2021-05-20 13:04:32,1,54
130,2021-06-10 08:03:26,2021-06-10 21:50:32,1,54
131,2021-05-14 14:38:05,2021-05-15 15:45:28,1,54
132,2021-05-07 05:20:37,2021-05-08 00:33:07,1,54
133,2021-05-04 10:08:55,2021-05-04 23:14:14,1,54
134,2021-05-24 02:54:46,2021-05-24 21:08:48,1,54
135,2021-06-01 12:03:53,2021-06-02 12:10:19,1,54
136,2021-05-19 10:07:37,2021-05-20 03:12:20,1,54
137,2021-06-06 03:49:13,2021-06-06 03:50:10,1,11
138,2021-05-25 16:06:56,2021-05-25 16:08:26,1,13
139,2021-05-06 21:28:37,2021-05-06 21:29:20,1,14
140,2021-06-19 01:45:05,2021-06-19 01:46:33,1,14
141,2021-06-13 21:54:04,2021-06-13 21:54:33,1,12
142,2021-06-08 04:57:56,2021-06-08 04:58:42,1,11
143,2021-05-14 16:59:44,2021-05-14 17:00:09,1,14
144,2021-05-07 11:24:19,2021-05-07 11:24:45,1,13
145,2021-06-12 17:20:37,2021-06-12 17:21:35,1,14
146,2021-06-16 06:15:36,2021-06-16 06:16:27,1,13
147,2021-06-18 11:08:27,2021-06-18 11:09:55,1,14
148,2021-06-10 20:23:37,2021-06-10 20:24:42,1,13
149,2021-06-04 01:35:53,2021-06-04 01:36:54,1,13
150,2021-06-15 04:58:10,2021-06-15 04:59:47,1,14
151,2021-05-22 20:48:44,2021-05-22 20:49:33,1,11
152,2021-06-01 13:08:46,2021-06-01 13:10:21,1,14
153,2021-06-14 06:41:29,2021-06-14 06:42:11,1,14
154,2021-05-11 20:59:23,2021-05-11 21:00:56,1,13
155,2021-05-14 06:51:40,2021-05-14 06:52:59,1,13
156,2021-05-30 20:31:30,2021-05-30 20:32:38,1,12
157,2021-05-26 22:11:47,2021-05-26 22:13:15,1,14
158,2021-06-09 05:48:30,2021-06-09 05:49:47,1,14
159,2021-05-14 20:41:46,2021-05-14 20:42:19,1,15
160,2021-05-14 03:01:06,2021-05-14 03:01:27,1,14
161,2021-05-23 00:08:15,2021-05-23 00:09:38,1,13
162,2021-06-19 06:06:50,2021-06-19 06:07:17,1,11
163,2021-06-07 10:42:08,2021-06-07 10:43:41,1,14
164,2021-05-30 18:28:14,2021-05-30 18:29:30,1,11
165,2021-05-14 00:34:53,2021-05-14 00:36:01,1,14
166,2021-05-25 02:20:05,2021-05-25 02:20:49,1,11
167,2021-05-22 00:59:02,2021-05-22 01:00:34,1,12
168,2021-05-16 13:25:27,2021-05-16 13:26:42,1,13
169,2021-05-29 06:52:27,2021-05-29 06:53:12,1,14
170,2021-05-27 20:05:36,2021-05-27 20:06:12,1,15
171,2021-05-26 23:05:16,2021-05-26 23:05:59,1,12
172,2021-05-30 13:34:55,2021-05-30 13:35:34,1,15
173,2021-05-06 03:34:22,2021-05-06 03:35:29,1,15
174,2021-06-16 07:30:36,2021-06-16 07:31:59,1,11
175,2021-06-05 12:27:53,2021-06-05 12:28:40,1,13
176,2021-06-09 03:23:32,2021-06-09 03:24:55,1,15
177,2021-05-24 16:21:30,2021-05-24 16:22:44,1,15
178,2021-05-18 20:43:35,2021-05-18 20:44:19,1,11
179,2021-06-05 13:02:15,2021-06-05 13:03:12,1,14
180,2021-06-05 19:39:02,2021-06-05 19:39:33,1,15
181,2021-06-18 14:44:23,2021-06-18 14:45:33,1,11
182,2021-05-13 07:55:55,2021-05-13 07:56:52,1,13
183,2021-05-16 05:14:17,2021-05-16 05:14:50,1,12
184,2021-05-17 06:14:22,2021-05-17 06:15:37,1,12
185,2021-06-18 16:31:57,2021-06-18 16:32:31,1,13
186,2021-06-09 14:12:53,2021-06-09 14:14:00,1,11
187,2021-06-14 18:14:49,2021-06-14 18:56:49,1,25
188,2021-05-22 22:51:23,2021-05-22 23:36:23,1,21
189,2021-06-05 15:37:32,2021-06-05 17:37:32,1,20
190,2021-05-25 01:45:21,2021-05-25 03:22:21,1,20
191,2021-05-20 10:31:41,2021-05-20 11:56:41,1,24
192,2021-05-27 18:06:48,2021-05-27 19:33:48,1,17
193,2021-05-29 00:45:51,2021-05-29 01:28:51,1,17
194,2021-05-04 03:38:52,2021-05-04 05:22:52,1,18
195,2021-05-09 00:35:08,2021-05-09 02:03:08,1,19
196,2021-05-17 05:58:49,2021-05-17 06:47:49,1,18
197,2021-06-08 15:59:48,2021-05-17 04:00:22,1,26
198,2021-05-09 21:35:16,2021-05-10 22:03:08,2,94
199,2021-05-09 10:22:41,2021-05-10 03:46:38,2,94
200,2021-06-07 00:21:22,2021-06-07 18:55:29,2,94
201,2021-05-10 18:19:48,2021-05-11 00:38:28,2,94
202,2021-06-12 13:25:52,2021-06-13 17:35:11,2,94
203,2021-05-04 14:01:03,2021-05-05 14:01:16,2,94
204,2021-06-16 00:42:51,2021-06-16 08:54:59,2,94
205,2021-05-31 22:26:46,2021-06-01 15:39:47,2,94
206,2021-06-13 02:29:55,2021-06-13 15:21:52,2,94
207,2021-05-16 10:46:17,2021-05-16 22:17:32,2,94
208,2021-05-11 15:29:15,2021-05-11 23:32:11,2,94
209,2021-05-19 22:09:06,2021-05-20 07:49:30,2,94
210,2021-06-13 16:48:00,2021-06-14 12:25:45,2,94
211,2021-05-13 17:48:10,2021-05-14 12:24:42,2,94
212,2021-06-08 05:35:44,2021-06-09 03:44:31,2,94
213,2021-05-28 19:06:31,2021-05-29 23:13:07,2,94
214,2021-06-15 04:25:46,2021-06-16 05:37:34,2,94
215,2021-06-13 05:23:16,2021-06-13 09:05:55,2,94
216,2021-06-02 17:14:54,2021-06-03 10:03:13,2,94
217,2021-06-17 20:55:40,2021-06-18 01:15:45,2,94
218,2021-05-19 02:58:59,2021-05-20 00:04:05,2,94
219,2021-05-26 00:03:39,2021-05-26 12:10:18,2,94
220,2021-06-12 09:50:51,2021-06-12 20:49:11,2,94
221,2021-06-18 17:52:09,2021-06-19 02:48:34,2,94
222,2021-05-09 16:10:47,2021-05-10 00:30:09,2,94
223,2021-06-02 03:12:35,2021-06-03 08:42:33,2,94
224,2021-05-09 01:47:45,2021-05-09 22:44:24,2,94
225,2021-05-21 06:39:56,2021-05-21 21:57:46,2,94
226,2021-05-27 18:45:43,2021-05-28 20:47:09,2,94
227,2021-05-30 06:17:09,2021-05-31 02:22:56,2,94
228,2021-05-20 07:35:05,2021-05-20 07:36:44,2,14
229,2021-06-05 15:52:16,2021-06-05 15:53:43,2,13
230,2021-06-12 11:36:05,2021-06-12 11:37:37,2,13
231,2021-05-13 01:17:16,2021-05-13 01:18:37,2,14
232,2021-06-15 06:56:36,2021-06-15 06:57:20,2,11
233,2021-05-14 19:49:02,2021-05-14 19:50:05,2,11
234,2021-06-05 12:21:04,2021-06-05 12:22:03,2,15
235,2021-05-25 12:29:45,2021-05-25 12:31:03,2,11
236,2021-06-15 05:12:37,2021-06-15 05:13:20,2,14
237,2021-05-06 06:12:54,2021-05-06 06:13:41,2,12
238,2021-06-10 21:38:31,2021-06-10 21:39:54,2,11
239,2021-05-05 20:12:46,2021-05-05 20:13:08,2,11
240,2021-05-29 20:30:55,2021-05-29 20:32:16,2,12
241,2021-06-03 14:44:11,2021-06-03 14:44:49,2,13
242,2021-05-15 11:02:22,2021-05-15 11:03:24,2,12
243,2021-05-11 11:27:46,2021-05-11 11:28:45,2,15
244,2021-05-20 21:41:52,2021-05-20 21:42:47,2,15
245,2021-06-02 04:20:56,2021-06-02 04:21:41,2,11
246,2021-06-09 03:18:12,2021-06-09 03:19:24,2,15
247,2021-05-31 23:54:27,2021-05-31 23:55:34,2,11
248,2021-05-20 17:05:45,2021-05-20 17:06:16,2,11
249,2021-05-19 11:12:59,2021-05-19 11:14:31,2,15
250,2021-06-14 16:05:21,2021-06-14 16:05:56,2,11
251,2021-05-29 00:24:45,2021-05-29 00:26:15,2,14
252,2021-06-06 23:19:40,2021-06-06 23:21:02,2,13
253,2021-05-23 10:27:50,2021-05-23 10:29:14,2,13
254,2021-06-07 02:41:26,2021-06-07 02:42:49,2,11
255,2021-05-12 20:53:27,2021-05-12 20:55:00,2,13
256,2021-05-13 01:38:52,2021-05-13 01:39:46,2,12
257,2021-05-22 18:39:12,2021-05-22 18:40:09,2,14
258,2021-05-22 18:15:59,2021-05-22 18:16:50,2,14
259,2021-05-22 02:57:05,2021-05-22 02:58:34,2,11
260,2021-05-30 03:52:11,2021-05-30 03:53:30,2,14
261,2021-05-25 16:34:30,2021-05-25 16:35:34,2,15
262,2021-05-21 10:50:56,2021-05-21 10:51:20,2,12
263,2021-05-06 05:24:33,2021-05-06 05:25:11,2,15
264,2021-05-04 16:50:57,2021-05-04 16:52:22,2,15
265,2021-05-29 09:33:07,2021-05-29 09:34:32,2,15
266,2021-05-16 19:30:47,2021-05-16 19:31:15,2,12
267,2021-05-30 05:55:44,2021-05-30 05:56:05,2,12
268,2021-05-31 10:26:25,2021-05-31 10:26:47,2,12
269,2021-06-17 01:24:33,2021-06-17 01:26:01,2,11
270,2021-05-24 22:53:34,2021-05-24 22:54:52,2,15
271,2021-06-18 23:41:51,2021-06-18 23:42:13,2,13
272,2021-06-01 11:53:15,2021-06-01 11:53:57,2,15
273,2021-05-04 02:57:02,2021-05-04 02:58:08,2,15
274,2021-06-09 08:07:14,2021-06-09 08:08:26,2,15
275,2021-05-09 01:53:33,2021-05-09 01:54:55,2,13
276,2021-05-13 12:53:56,2021-05-13 12:55:33,2,13
277,2021-05-08 22:20:41,2021-05-08 22:21:08,2,14
278,2021-05-12 04:53:26,2021-05-12 06:37:26,2,20
279,2021-06-01 03:40:45,2021-06-01 05:21:45,2,23
280,2021-06-15 15:36:53,2021-06-15 16:40:53,2,20
281,2021-05-26 15:32:06,2021-05-26 16:02:06,2,22
282,2021-05-07 17:37:15,2021-05-07 19:25:15,2,21
283,2021-05-23 19:55:51,2021-05-23 20:27:51,2,16
284,2021-05-09 20:50:46,2021-05-09 21:00:46,2,16
285,2021-05-05 18:25:37,2021-05-05 20:25:37,2,19
286,2021-05-15 23:19:44,2021-05-16 00:37:44,2,19
287,2021-06-02 14:54:31,2021-06-02 16:43:31,2,16
288,2021-06-07 19:58:52,2021-06-08 00:59:07,3,94
289,2021-06-11 21:26:36,2021-06-12 08:59:07,3,94
290,2021-05-08 22:23:09,2021-05-09 18:06:04,3,94
291,2021-05-16 03:04:47,2021-05-16 19:41:51,3,94
292,2021-06-11 17:31:37,2021-06-12 20:39:56,3,94
293,2021-06-11 10:27:06,2021-06-12 14:02:56,3,94
294,2021-06-12 23:17:34,2021-06-13 08:14:21,3,94
295,2021-05-30 22:52:03,2021-05-31 22:27:26,3,94
296,2021-05-28 22:28:52,2021-05-29 09:13:01,3,94
297,2021-06-11 05:35:28,2021-06-12 02:09:23,3,94
298,2021-05-05 02:50:40,2021-05-05 12:33:10,3,94
299,2021-06-10 18:01:36,2021-06-11 13:41:29,3,94
300,2021-05-15 19:54:03,2021-05-16 14:02:33,3,94
301,2021-06-10 20:29:30,2021-06-11 14:55:44,3,94
302,2021-05-25 01:43:28,2021-05-25 16:11:49,3,94
303,2021-06-10 03:08:13,2021-06-11 11:25:08,3,94
304,2021-06-12 01:10:21,2021-06-12 12:54:01,3,94
305,2021-05-06 17:34:31,2021-05-07 08:20:20,3,94
306,2021-06-09 11:56:10,2021-06-10 13:52:51,3,94
307,2021-05-03 19:13:38,2021-05-04 09:38:46,3,94
308,2021-05-16 08:24:48,2021-05-16 18:31:17,3,94
309,2021-06-01 13:13:01,2021-06-02 17:36:50,3,94
310,2021-05-08 12:43:16,2021-05-08 22:31:01,3,94
311,2021-05-17 09:56:42,2021-05-17 21:57:57,3,94
312,2021-05-28 00:42:20,2021-05-28 23:22:46,3,94
313,2021-05-16 11:15:07,2021-05-17 13:04:02,3,94
314,2021-05-24 07:27:21,2021-05-25 05:37:15,3,94
315,2021-05-08 18:40:42,2021-05-09 13:22:13,3,94
316,2021-06-02 19:42:23,2021-06-03 03:27:56,3,94
317,2021-06-16 16:33:32,2021-06-17 22:19:56,3,94
318,2021-05-08 02:37:43,2021-05-08 02:38:43,3,12
319,2021-05-26 13:06:26,2021-05-26 13:07:28,3,11
320,2021-06-12 21:23:21,2021-06-12 21:24:00,3,12
321,2021-05-12 20:36:30,2021-05-12 20:37:31,3,12
322,2021-05-24 03:07:58,2021-05-24 03:08:29,3,13
323,2021-05-09 02:34:50,2021-05-09 02:36:26,3,12
324,2021-05-20 16:03:53,2021-05-20 16:04:53,3,11
325,2021-05-19 16:36:41,2021-05-19 16:37:05,3,12
326,2021-06-17 15:45:13,2021-06-17 15:45:55,3,13
327,2021-06-01 01:30:46,2021-06-01 01:31:18,3,11
328,2021-06-03 09:26:23,2021-06-03 09:27:10,3,12
329,2021-06-05 04:37:59,2021-06-05 04:39:09,3,13
330,2021-05-18 22:04:50,2021-05-18 22:06:18,3,15
331,2021-06-12 10:58:31,2021-06-12 11:00:11,3,14
332,2021-05-22 21:48:19,2021-05-22 21:49:23,3,12
333,2021-05-18 01:42:03,2021-05-18 01:43:02,3,11
334,2021-05-30 13:05:16,2021-05-30 13:06:10,3,14
335,2021-06-07 06:51:36,2021-06-07 06:52:16,3,11
336,2021-05-28 04:07:15,2021-05-28 04:08:41,3,15
337,2021-05-23 21:56:22,2021-05-23 21:57:25,3,15
338,2021-05-23 20:46:51,2021-05-23 20:48:05,3,15
339,2021-05-22 17:11:06,2021-05-22 17:11:58,3,14
340,2021-05-12 04:34:43,2021-05-12 04:36:03,3,13
341,2021-05-31 01:33:40,2021-05-31 01:34:41,3,14
342,2021-06-03 10:29:39,2021-06-03 10:30:03,3,14
343,2021-05-20 11:38:49,2021-05-20 11:40:14,3,12
344,2021-06-11 04:07:14,2021-06-11 04:07:46,3,13
345,2021-05-24 19:25:11,2021-05-24 19:25:46,3,15
346,2021-05-13 17:53:02,2021-05-13 17:54:12,3,11
347,2021-05-24 01:25:05,2021-05-24 01:25:54,3,13
348,2021-06-07 13:17:07,2021-06-07 13:17:43,3,13
349,2021-05-04 04:29:45,2021-05-04 04:31:05,3,11
350,2021-05-08 16:36:52,2021-05-08 16:38:23,3,15
351,2021-05-21 05:15:53,2021-05-21 05:17:12,3,11
352,2021-05-18 02:41:32,2021-05-18 02:42:54,3,11
353,2021-05-16 13:53:54,2021-05-16 13:55:05,3,13
354,2021-06-13 19:34:45,2021-06-13 19:35:36,3,12
355,2021-05-17 11:07:18,2021-05-17 11:08:46,3,12
356,2021-05-24 22:31:43,2021-05-24 22:33:03,3,15
357,2021-05-22 16:19:32,2021-05-22 16:21:12,3,13
358,2021-05-17 23:15:15,2021-05-17 23:15:51,3,13
359,2021-06-04 21:21:28,2021-06-04 21:22:05,3,12
360,2021-05-04 21:43:36,2021-05-04 21:44:58,3,11
361,2021-05-05 17:22:09,2021-05-05 17:22:57,3,12
362,2021-05-30 04:55:48,2021-05-30 04:57:03,3,11
363,2021-05-14 14:16:49,2021-05-14 14:18:15,3,15
364,2021-05-17 19:49:01,2021-05-17 19:50:34,3,12
365,2021-05-29 14:22:34,2021-05-29 14:24:08,3,11
366,2021-06-04 14:26:49,2021-06-04 14:27:44,3,13
367,2021-06-04 04:56:50,2021-06-04 04:58:26,3,11
368,2021-05-23 12:28:09,2021-05-23 14:07:09,3,21
369,2021-06-01 21:00:09,2021-06-01 22:18:09,3,20
370,2021-06-02 19:20:22,2021-06-02 20:45:22,3,22
371,2021-06-14 09:58:05,2021-06-14 11:24:05,3,22
372,2021-05-24 11:57:16,2021-05-24 12:50:16,3,23
373,2021-06-14 07:15:06,2021-06-14 08:04:06,3,19
374,2021-05-12 10:44:42,2021-05-12 11:46:42,3,18
375,2021-05-08 09:54:41,2021-05-08 11:48:41,3,16
376,2021-06-13 06:37:22,2021-06-13 08:13:22,3,19
377,2021-05-28 14:53:27,2021-05-28 16:06:27,3,17
378,2021-05-21 08:23:00,2021-05-21 08:36:00,3,51
379,2021-05-21 08:23:00,2021-05-08 02:39:20,3,26
380,2021-06-08 17:41:04,2021-06-09 13:29:31,4,94
381,2021-05-20 11:25:38,2021-05-21 05:25:27,4,94
382,2021-05-13 04:18:44,2021-05-14 05:05:33,4,94
383,2021-05-28 02:32:29,2021-05-29 00:36:32,4,94
384,2021-05-11 10:32:45,2021-05-12 08:25:00,4,94
385,2021-05-14 09:55:57,2021-05-15 08:50:51,4,94
386,2021-05-20 14:40:10,2021-05-21 05:01:09,4,94
387,2021-06-18 04:51:44,2021-06-18 17:42:02,4,94
388,2021-05-26 01:28:18,2021-05-26 19:16:24,4,94
389,2021-05-18 14:58:13,2021-05-18 23:34:02,4,94
390,2021-05-27 03:09:15,2021-05-27 14:03:50,4,94
391,2021-06-18 09:12:30,2021-06-19 01:22:33,4,94
392,2021-05-25 04:44:49,2021-05-25 11:27:03,4,94
393,2021-06-06 06:10:14,2021-06-07 12:27:43,4,94
394,2021-05-12 15:06:35,2021-05-13 20:25:13,4,94
395,2021-05-18 23:34:52,2021-05-19 22:20:11,4,94
396,2021-06-11 07:26:48,2021-06-12 07:33:26,4,94
397,2021-05-06 05:24:22,2021-05-07 01:34:02,4,94
398,2021-06-02 23:50:03,2021-06-03 19:24:00,4,94
399,2021-05-28 20:48:25,2021-05-29 01:48:45,4,94
400,2021-06-15 23:32:49,2021-06-16 22:29:18,4,94
401,2021-05-28 18:43:52,2021-05-29 12:50:57,4,94
402,2021-05-25 02:14:01,2021-05-25 21:05:34,4,94
403,2021-06-09 10:31:44,2021-06-09 15:00:30,4,94
404,2021-05-31 12:24:51,2021-05-31 19:57:57,4,94
405,2021-05-28 12:02:55,2021-05-28 21:14:03,4,94
406,2021-05-03 19:57:36,2021-05-04 14:36:10,4,94
407,2021-05-13 21:50:25,2021-05-14 22:06:34,4,94
408,2021-06-16 00:17:52,2021-06-16 21:59:01,4,94
409,2021-05-16 03:44:44,2021-05-16 06:10:40,4,94
410,2021-05-10 16:09:08,2021-05-10 16:10:22,4,12
411,2021-05-23 02:08:19,2021-05-23 02:09:11,4,12
412,2021-05-21 06:01:40,2021-05-21 06:02:06,4,14
413,2021-05-09 18:53:34,2021-05-09 18:54:25,4,13
414,2021-05-03 19:28:05,2021-05-03 19:29:01,4,14
415,2021-06-13 17:27:03,2021-06-13 17:28:06,4,11
416,2021-05-15 00:27:57,2021-05-15 00:29:04,4,15
417,2021-05-10 00:52:57,2021-05-10 00:53:42,4,15
418,2021-06-13 19:11:03,2021-06-13 19:11:51,4,13
419,2021-06-04 13:46:48,2021-06-04 13:47:13,4,14
420,2021-05-17 11:02:34,2021-05-17 11:04:02,4,13
421,2021-05-23 08:07:27,2021-05-23 08:08:54,4,11
422,2021-06-16 17:40:04,2021-06-16 17:40:49,4,15
423,2021-05-24 08:35:39,2021-05-24 08:36:54,4,15
424,2021-05-19 18:28:34,2021-05-19 18:29:33,4,12
425,2021-06-16 09:36:33,2021-06-16 09:38:00,4,11
426,2021-05-05 17:25:43,2021-05-05 17:26:16,4,15
427,2021-05-30 08:59:32,2021-05-30 09:00:52,4,14
428,2021-05-28 15:26:04,2021-05-28 15:27:42,4,15
429,2021-05-10 07:19:14,2021-05-10 07:19:59,4,11
430,2021-05-19 22:27:57,2021-05-19 22:29:05,4,11
431,2021-06-16 21:04:47,2021-06-16 21:05:16,4,13
432,2021-06-04 03:38:35,2021-06-04 03:40:07,4,12
433,2021-05-12 22:14:05,2021-05-12 22:14:42,4,12
434,2021-05-07 20:30:22,2021-05-07 20:31:55,4,15
435,2021-05-04 00:50:05,2021-05-04 00:50:39,4,14
